gid,row,col,xcoord,ycoord,agri_gc
"158813","221","413","26.25","20.25","0"
"158814","221","414","26.75","20.25","0"
"158815","221","415","27.25","20.25","0"
"158816","221","416","27.75","20.25","0"
"158817","221","417","28.25","20.25","0"
"158818","221","418","28.75","20.25","0"
"158819","221","419","29.25","20.25","0"
"158820","221","420","29.75","20.25","0"
"158821","221","421","30.25","20.25","0.03703704"
"158822","221","422","30.75","20.25","0.2469136"
"158823","221","423","31.25","20.25","0"
"158824","221","424","31.75","20.25","0"
"158825","221","425","32.25","20.25","0"
"158826","221","426","32.75","20.25","0"
"158827","221","427","33.25","20.25","0"
"158828","221","428","33.75","20.25","0"
"158829","221","429","34.25","20.25","0"
"158830","221","430","34.75","20.25","0"
"158831","221","431","35.25","20.25","0"
"158832","221","432","35.75","20.25","0.0617284"
"158833","221","433","36.25","20.25","0"
"158834","221","434","36.75","20.25","0"
"158835","221","435","37.25","20.25","0"
"158840","221","440","39.75","20.25","0"
"158841","221","441","40.25","20.25","0.07716049"
"158842","221","442","40.75","20.25","0.1049383"
"158843","221","443","41.25","20.25","1.771605"
"158844","221","444","41.75","20.25","0.03395062"
"158845","221","445","42.25","20.25","0.07407407"
"158846","221","446","42.75","20.25","0"
"158847","221","447","43.25","20.25","0"
"158848","221","448","43.75","20.25","0"
"158849","221","449","44.25","20.25","0.009259259"
"158850","221","450","44.75","20.25","10.91358"
"158851","221","451","45.25","20.25","2.33642"
"158852","221","452","45.75","20.25","0.4228395"
"158853","221","453","46.25","20.25","0.00617284"
"158854","221","454","46.75","20.25","0"
"158855","221","455","47.25","20.25","0"
"158856","221","456","47.75","20.25","0"
"158857","221","457","48.25","20.25","0"
"158858","221","458","48.75","20.25","0"
"158859","221","459","49.25","20.25","0"
"158860","221","460","49.75","20.25","0"
"158861","221","461","50.25","20.25","0"
"158862","221","462","50.75","20.25","0"
"158863","221","463","51.25","20.25","0"
"158864","221","464","51.75","20.25","0"
"158865","221","465","52.25","20.25","0"
"158866","221","466","52.75","20.25","0"
"158867","221","467","53.25","20.25","0"
"158868","221","468","53.75","20.25","0"
"158869","221","469","54.25","20.25","0"
"158870","221","470","54.75","20.25","0"
"158871","221","471","55.25","20.25","0"
"158872","221","472","55.75","20.25","0.009259259"
"158873","221","473","56.25","20.25","0.01234568"
"158874","221","474","56.75","20.25","0"
"158875","221","475","57.25","20.25","0"
"158876","221","476","57.75","20.25","0.1759259"
"158877","221","477","58.25","20.25","0.08950617"
"158878","221","478","58.75","20.25","0.04629629"
"158906","221","506","72.75","20.25","40.60521"
"158907","221","507","73.25","20.25","98.03086"
"158908","221","508","73.75","20.25","94.40124"
"158909","221","509","74.25","20.25","99.20061"
"158910","221","510","74.75","20.25","97.67902"
"158911","221","511","75.25","20.25","99.05864"
"158912","221","512","75.75","20.25","99.68653"
"158913","221","513","76.25","20.25","99.04321"
"158914","221","514","76.75","20.25","98.63439"
"158915","221","515","77.25","20.25","98.67284"
"158916","221","516","77.75","20.25","98.02778"
"158917","221","517","78.25","20.25","98.01366"
"158918","221","518","78.75","20.25","99.48457"
"158919","221","519","79.25","20.25","91.64507"
"158920","221","520","79.75","20.25","94.48434"
"158921","221","521","80.25","20.25","72.07098"
"158922","221","522","80.75","20.25","81.71296"
"158923","221","523","81.25","20.25","90.01241"
"158924","221","524","81.75","20.25","77.11111"
"158925","221","525","82.25","20.25","65.29466"
"158926","221","526","82.75","20.25","94.85185"
"158927","221","527","83.25","20.25","94.04321"
"158928","221","528","83.75","20.25","46.96151"
"158929","221","529","84.25","20.25","62.62963"
"158930","221","530","84.75","20.25","57.78086"
"158931","221","531","85.25","20.25","83.75998"
"158932","221","532","85.75","20.25","87.69136"
"158933","221","533","86.25","20.25","92.90741"
"158934","221","534","86.75","20.25","22.64742"
"158946","221","546","92.75","20.25","26.62654"
"158947","221","547","93.25","20.25","53.77469"
"158948","221","548","93.75","20.25","0.6207325"
"158949","221","549","94.25","20.25","30.09877"
"158950","221","550","94.75","20.25","93.02026"
"158951","221","551","95.25","20.25","98.86729"
"158952","221","552","95.75","20.25","90.29939"
"158953","221","553","96.25","20.25","62.45189"
"158954","221","554","96.75","20.25","42.48766"
"158955","221","555","97.25","20.25","60.46914"
"158956","221","556","97.75","20.25","24.19583"
"158957","221","557","98.25","20.25","9.672839"
"158958","221","558","98.75","20.25","4.333333"
"158959","221","559","99.25","20.25","9.829299"
"158960","221","560","99.75","20.25","34.4537"
"158961","221","561","100.25","20.25","47.67284"
"158962","221","562","100.75","20.25","7.509259"
"158963","221","563","101.25","20.25","5.592593"
"158964","221","564","101.75","20.25","1.809435"
"158965","221","565","102.25","20.25","2.283951"
"158966","221","566","102.75","20.25","0.2592593"
"158967","221","567","103.25","20.25","0.1955307"
"158968","221","568","103.75","20.25","1.453704"
"158969","221","569","104.25","20.25","1.521605"
"158970","221","570","104.75","20.25","4.650092"
"158971","221","571","105.25","20.25","31.75309"
"158972","221","572","105.75","20.25","69.42284"
"158973","221","573","106.25","20.25","78.75233"
"158974","221","574","106.75","20.25","7.66358"
"158980","221","580","109.75","20.25","4.805555"
"158981","221","581","110.25","20.25","24.4383"
"158982","221","582","110.75","20.25","7.17284"
"159166","222","46","-157.25","20.75","0.3240741"
"159167","222","47","-156.75","20.75","1.462963"
"159168","222","48","-156.25","20.75","1.969136"
"159169","222","49","-155.75","20.75","0.009259259"
"159269","222","149","-105.75","20.75","0.08024691"
"159270","222","150","-105.25","20.75","10.41358"
"159271","222","151","-104.75","20.75","6.25"
"159272","222","152","-104.25","20.75","13.70062"
"159273","222","153","-103.75","20.75","14.94753"
"159274","222","154","-103.25","20.75","25.25"
"159275","222","155","-102.75","20.75","23.89506"
"159276","222","156","-102.25","20.75","15.9537"
"159277","222","157","-101.75","20.75","27.62963"
"159278","222","158","-101.25","20.75","24.62037"
"159279","222","159","-100.75","20.75","13.57099"
"159280","222","160","-100.25","20.75","11.57716"
"159281","222","161","-99.75","20.75","6.780864"
"159282","222","162","-99.25","20.75","8.533951"
"159283","222","163","-98.75","20.75","7.882716"
"159284","222","164","-98.25","20.75","20.94136"
"159285","222","165","-97.75","20.75","64.32716"
"159286","222","166","-97.25","20.75","45.49383"
"159300","222","180","-90.25","20.75","1.666667"
"159301","222","181","-89.75","20.75","4.694445"
"159302","222","182","-89.25","20.75","10.62963"
"159303","222","183","-88.75","20.75","3.682099"
"159304","222","184","-88.25","20.75","2.025783"
"159305","222","185","-87.75","20.75","0.4228395"
"159306","222","186","-87.25","20.75","6.496913"
"159307","222","187","-86.75","20.75","1.515432"
"159324","222","204","-78.25","20.75","10.86728"
"159325","222","205","-77.75","20.75","25.39198"
"159326","222","206","-77.25","20.75","11.87037"
"159327","222","207","-76.75","20.75","21.18518"
"159328","222","208","-76.25","20.75","11.03395"
"159329","222","209","-75.75","20.75","22.97729"
"159330","222","210","-75.25","20.75","21.91049"
"159331","222","211","-74.75","20.75","2.114197"
"159333","222","213","-73.75","20.75","0.2345679"
"159334","222","214","-73.25","20.75","3.864197"
"159446","222","326","-17.25","20.75","0"
"159447","222","327","-16.75","20.75","0"
"159448","222","328","-16.25","20.75","0"
"159449","222","329","-15.75","20.75","0"
"159450","222","330","-15.25","20.75","0"
"159451","222","331","-14.75","20.75","0"
"159452","222","332","-14.25","20.75","0"
"159453","222","333","-13.75","20.75","0"
"159454","222","334","-13.25","20.75","0"
"159455","222","335","-12.75","20.75","0"
"159456","222","336","-12.25","20.75","0"
"159457","222","337","-11.75","20.75","0"
"159458","222","338","-11.25","20.75","0"
"159459","222","339","-10.75","20.75","0"
"159460","222","340","-10.25","20.75","0"
"159461","222","341","-9.75","20.75","0"
"159462","222","342","-9.25","20.75","0"
"159463","222","343","-8.75","20.75","0"
"159464","222","344","-8.25","20.75","0"
"159465","222","345","-7.75","20.75","0"
"159466","222","346","-7.25","20.75","0"
"159467","222","347","-6.75","20.75","0"
"159468","222","348","-6.25","20.75","0"
"159469","222","349","-5.75","20.75","0"
"159470","222","350","-5.25","20.75","0"
"159471","222","351","-4.75","20.75","0"
"159472","222","352","-4.25","20.75","0"
"159473","222","353","-3.75","20.75","0"
"159474","222","354","-3.25","20.75","0"
"159475","222","355","-2.75","20.75","0"
"159476","222","356","-2.25","20.75","0"
"159477","222","357","-1.75","20.75","0"
"159478","222","358","-1.25","20.75","0"
"159479","222","359","-0.75","20.75","0"
"159480","222","360","-0.25","20.75","0"
"159481","222","361","0.25","20.75","0"
"159482","222","362","0.75","20.75","0"
"159483","222","363","1.25","20.75","0"
"159484","222","364","1.75","20.75","0"
"159485","222","365","2.25","20.75","0"
"159486","222","366","2.75","20.75","0"
"159487","222","367","3.25","20.75","0"
"159488","222","368","3.75","20.75","0"
"159489","222","369","4.25","20.75","0"
"159490","222","370","4.75","20.75","0"
"159491","222","371","5.25","20.75","0"
"159492","222","372","5.75","20.75","0"
"159493","222","373","6.25","20.75","0"
"159494","222","374","6.75","20.75","0"
"159495","222","375","7.25","20.75","0"
"159496","222","376","7.75","20.75","0"
"159497","222","377","8.25","20.75","0"
"159498","222","378","8.75","20.75","0"
"159499","222","379","9.25","20.75","0"
"159500","222","380","9.75","20.75","0"
"159501","222","381","10.25","20.75","0"
"159502","222","382","10.75","20.75","0"
"159503","222","383","11.25","20.75","0"
"159504","222","384","11.75","20.75","0"
"159505","222","385","12.25","20.75","0"
"159506","222","386","12.75","20.75","0"
"159507","222","387","13.25","20.75","0"
"159508","222","388","13.75","20.75","0"
"159509","222","389","14.25","20.75","0"
"159510","222","390","14.75","20.75","0"
"159511","222","391","15.25","20.75","0"
"159512","222","392","15.75","20.75","0"
"159513","222","393","16.25","20.75","0"
"159514","222","394","16.75","20.75","0"
"159515","222","395","17.25","20.75","0"
"159516","222","396","17.75","20.75","0"
"159517","222","397","18.25","20.75","0"
"159518","222","398","18.75","20.75","0"
"159519","222","399","19.25","20.75","0"
"159520","222","400","19.75","20.75","0"
"159521","222","401","20.25","20.75","0"
"159522","222","402","20.75","20.75","0"
"159523","222","403","21.25","20.75","0"
"159524","222","404","21.75","20.75","0"
"159525","222","405","22.25","20.75","0"
"159526","222","406","22.75","20.75","0"
"159527","222","407","23.25","20.75","0"
"159528","222","408","23.75","20.75","0"
"159529","222","409","24.25","20.75","0"
"159530","222","410","24.75","20.75","0"
"159531","222","411","25.25","20.75","0"
"159532","222","412","25.75","20.75","0"
"159533","222","413","26.25","20.75","0"
"159534","222","414","26.75","20.75","0"
"159535","222","415","27.25","20.75","0"
"159536","222","416","27.75","20.75","0"
"159537","222","417","28.25","20.75","0"
"159538","222","418","28.75","20.75","0"
"159539","222","419","29.25","20.75","0"
"159540","222","420","29.75","20.75","0"
"159541","222","421","30.25","20.75","0.2932099"
"159542","222","422","30.75","20.75","0.04629629"
"159543","222","423","31.25","20.75","0"
"159544","222","424","31.75","20.75","0"
"159545","222","425","32.25","20.75","0"
"159546","222","426","32.75","20.75","0"
"159547","222","427","33.25","20.75","0"
"159548","222","428","33.75","20.75","0"
"159549","222","429","34.25","20.75","0"
"159550","222","430","34.75","20.75","0"
"159551","222","431","35.25","20.75","0"
"159552","222","432","35.75","20.75","0"
"159553","222","433","36.25","20.75","0"
"159554","222","434","36.75","20.75","0"
"159555","222","435","37.25","20.75","0"
"159559","222","439","39.25","20.75","0"
"159560","222","440","39.75","20.75","0.01234568"
"159561","222","441","40.25","20.75","0.2808642"
"159562","222","442","40.75","20.75","2.104938"
"159563","222","443","41.25","20.75","0.06481481"
"159564","222","444","41.75","20.75","0"
"159565","222","445","42.25","20.75","0.05555556"
"159566","222","446","42.75","20.75","0"
"159567","222","447","43.25","20.75","0"
"159568","222","448","43.75","20.75","0"
"159569","222","449","44.25","20.75","0"
"159570","222","450","44.75","20.75","0.2716049"
"159571","222","451","45.25","20.75","0.3641975"
"159572","222","452","45.75","20.75","0.1018519"
"159573","222","453","46.25","20.75","0"
"159574","222","454","46.75","20.75","0"
"159575","222","455","47.25","20.75","0"
"159576","222","456","47.75","20.75","0"
"159577","222","457","48.25","20.75","0"
"159578","222","458","48.75","20.75","0"
"159579","222","459","49.25","20.75","0"
"159580","222","460","49.75","20.75","0"
"159581","222","461","50.25","20.75","0"
"159582","222","462","50.75","20.75","0"
"159583","222","463","51.25","20.75","0"
"159584","222","464","51.75","20.75","0"
"159585","222","465","52.25","20.75","0"
"159586","222","466","52.75","20.75","0"
"159587","222","467","53.25","20.75","0"
"159588","222","468","53.75","20.75","0"
"159589","222","469","54.25","20.75","0.00617284"
"159590","222","470","54.75","20.75","0"
"159591","222","471","55.25","20.75","0"
"159592","222","472","55.75","20.75","0"
"159593","222","473","56.25","20.75","0.1419753"
"159594","222","474","56.75","20.75","0"
"159595","222","475","57.25","20.75","0.1358025"
"159596","222","476","57.75","20.75","0"
"159597","222","477","58.25","20.75","0.03395062"
"159598","222","478","58.75","20.75","0.1635803"
"159621","222","501","70.25","20.75","9.864198"
"159622","222","502","70.75","20.75","49.56173"
"159623","222","503","71.25","20.75","35.6358"
"159624","222","504","71.75","20.75","0.5740741"
"159626","222","506","72.75","20.75","28.69025"
"159627","222","507","73.25","20.75","98.15124"
"159628","222","508","73.75","20.75","98.07716"
"159629","222","509","74.25","20.75","99.33642"
"159630","222","510","74.75","20.75","96.40432"
"159631","222","511","75.25","20.75","99.0463"
"159632","222","512","75.75","20.75","98.9851"
"159633","222","513","76.25","20.75","99.04321"
"159634","222","514","76.75","20.75","99.03476"
"159635","222","515","77.25","20.75","98.45061"
"159636","222","516","77.75","20.75","96.98148"
"159637","222","517","78.25","20.75","99.28305"
"159638","222","518","78.75","20.75","97.82716"
"159639","222","519","79.25","20.75","96.0679"
"159640","222","520","79.75","20.75","96.23389"
"159641","222","521","80.25","20.75","77.07716"
"159642","222","522","80.75","20.75","95.57716"
"159643","222","523","81.25","20.75","95.90006"
"159644","222","524","81.75","20.75","90.46296"
"159645","222","525","82.25","20.75","91.93984"
"159646","222","526","82.75","20.75","92.33025"
"159647","222","527","83.25","20.75","96.21914"
"159648","222","528","83.75","20.75","87.48603"
"159649","222","529","84.25","20.75","72.68827"
"159650","222","530","84.75","20.75","63.48148"
"159651","222","531","85.25","20.75","78.15224"
"159652","222","532","85.75","20.75","86.67593"
"159653","222","533","86.25","20.75","97.07098"
"159654","222","534","86.75","20.75","76.06766"
"159655","222","535","87.25","20.75","0.04629629"
"159665","222","545","92.25","20.75","13.64641"
"159666","222","546","92.75","20.75","38.50926"
"159667","222","547","93.25","20.75","30.43518"
"159668","222","548","93.75","20.75","2.209808"
"159669","222","549","94.25","20.75","55.84259"
"159670","222","550","94.75","20.75","92.72253"
"159671","222","551","95.25","20.75","97.76852"
"159672","222","552","95.75","20.75","98.57407"
"159673","222","553","96.25","20.75","58.50714"
"159674","222","554","96.75","20.75","73.11729"
"159675","222","555","97.25","20.75","43.70679"
"159676","222","556","97.75","20.75","44.21424"
"159677","222","557","98.25","20.75","4.021605"
"159678","222","558","98.75","20.75","1.867284"
"159679","222","559","99.25","20.75","2.77157"
"159680","222","560","99.75","20.75","6.419753"
"159681","222","561","100.25","20.75","4.549383"
"159682","222","562","100.75","20.75","1.092593"
"159683","222","563","101.25","20.75","3.29321"
"159684","222","564","101.75","20.75","1.272502"
"159685","222","565","102.25","20.75","1.262346"
"159686","222","566","102.75","20.75","0.5030864"
"159687","222","567","103.25","20.75","1.561142"
"159688","222","568","103.75","20.75","5.447531"
"159689","222","569","104.25","20.75","11.1821"
"159690","222","570","104.75","20.75","16.18785"
"159691","222","571","105.25","20.75","23.68827"
"159692","222","572","105.75","20.75","72.75617"
"159693","222","573","106.25","20.75","95.50279"
"159694","222","574","106.75","20.75","44.30864"
"159695","222","575","107.25","20.75","4.395335"
"159700","222","580","109.75","20.75","21.8642"
"159701","222","581","110.25","20.75","40.03069"
"159702","222","582","110.75","20.75","1.046296"
"159884","223","44","-158.25","21.25","1.669753"
"159885","223","45","-157.75","21.25","0.6296296"
"159886","223","46","-157.25","21.25","2.314815"
"159887","223","47","-156.75","21.25","0.3271605"
"159987","223","147","-106.75","21.25","0"
"159988","223","148","-106.25","21.25","0.5277778"
"159990","223","150","-105.25","21.25","5.527778"
"159991","223","151","-104.75","21.25","16.90432"
"159992","223","152","-104.25","21.25","10.17593"
"159993","223","153","-103.75","21.25","8.259259"
"159994","223","154","-103.25","21.25","9.740741"
"159995","223","155","-102.75","21.25","22.07407"
"159996","223","156","-102.25","21.25","22.45988"
"159997","223","157","-101.75","21.25","20.87654"
"159998","223","158","-101.25","21.25","10.61728"
"159999","223","159","-100.75","21.25","21.70679"
"160000","223","160","-100.25","21.25","10.64815"
"160001","223","161","-99.75","21.25","3.490741"
"160002","223","162","-99.25","21.25","4.12037"
"160003","223","163","-98.75","21.25","19.4784"
"160004","223","164","-98.25","21.25","48.63272"
"160005","223","165","-97.75","21.25","81.49074"
"160006","223","166","-97.25","21.25","10.72531"
"160020","223","180","-90.25","21.25","0.3395062"
"160021","223","181","-89.75","21.25","3.021605"
"160022","223","182","-89.25","21.25","11.13889"
"160023","223","183","-88.75","21.25","17.7037"
"160024","223","184","-88.25","21.25","14.63781"
"160025","223","185","-87.75","21.25","11.21914"
"160026","223","186","-87.25","21.25","6.848765"
"160027","223","187","-86.75","21.25","2.422839"
"160034","223","194","-83.25","21.25","0.06481481"
"160035","223","195","-82.75","21.25","0.1289134"
"160043","223","203","-78.75","21.25","0.9259259"
"160044","223","204","-78.25","21.25","48.37346"
"160045","223","205","-77.75","21.25","38.20679"
"160046","223","206","-77.25","21.25","28.8179"
"160047","223","207","-76.75","21.25","15.3642"
"160048","223","208","-76.25","21.25","10.62654"
"160049","223","209","-75.75","21.25","4.643953"
"160053","223","213","-73.75","21.25","1.20679"
"160054","223","214","-73.25","21.25","15.61728"
"160166","223","326","-17.25","21.25","0"
"160167","223","327","-16.75","21.25","0.00308642"
"160168","223","328","-16.25","21.25","0"
"160169","223","329","-15.75","21.25","0"
"160170","223","330","-15.25","21.25","0"
"160171","223","331","-14.75","21.25","0"
"160172","223","332","-14.25","21.25","0"
"160173","223","333","-13.75","21.25","0"
"160174","223","334","-13.25","21.25","0"
"160175","223","335","-12.75","21.25","0"
"160176","223","336","-12.25","21.25","0"
"160177","223","337","-11.75","21.25","0"
"160178","223","338","-11.25","21.25","0"
"160179","223","339","-10.75","21.25","0"
"160180","223","340","-10.25","21.25","0"
"160181","223","341","-9.75","21.25","0"
"160182","223","342","-9.25","21.25","0"
"160183","223","343","-8.75","21.25","0"
"160184","223","344","-8.25","21.25","0"
"160185","223","345","-7.75","21.25","0"
"160186","223","346","-7.25","21.25","0"
"160187","223","347","-6.75","21.25","0"
"160188","223","348","-6.25","21.25","0"
"160189","223","349","-5.75","21.25","0"
"160190","223","350","-5.25","21.25","0"
"160191","223","351","-4.75","21.25","0"
"160192","223","352","-4.25","21.25","0"
"160193","223","353","-3.75","21.25","0"
"160194","223","354","-3.25","21.25","0"
"160195","223","355","-2.75","21.25","0"
"160196","223","356","-2.25","21.25","0"
"160197","223","357","-1.75","21.25","0"
"160198","223","358","-1.25","21.25","0"
"160199","223","359","-0.75","21.25","0"
"160200","223","360","-0.25","21.25","0"
"160201","223","361","0.25","21.25","0"
"160202","223","362","0.75","21.25","0"
"160203","223","363","1.25","21.25","0"
"160204","223","364","1.75","21.25","0"
"160205","223","365","2.25","21.25","0"
"160206","223","366","2.75","21.25","0"
"160207","223","367","3.25","21.25","0"
"160208","223","368","3.75","21.25","0"
"160209","223","369","4.25","21.25","0"
"160210","223","370","4.75","21.25","0"
"160211","223","371","5.25","21.25","0"
"160212","223","372","5.75","21.25","0"
"160213","223","373","6.25","21.25","0"
"160214","223","374","6.75","21.25","0"
"160215","223","375","7.25","21.25","0"
"160216","223","376","7.75","21.25","0"
"160217","223","377","8.25","21.25","0"
"160218","223","378","8.75","21.25","0"
"160219","223","379","9.25","21.25","0"
"160220","223","380","9.75","21.25","0"
"160221","223","381","10.25","21.25","0"
"160222","223","382","10.75","21.25","0"
"160223","223","383","11.25","21.25","0"
"160224","223","384","11.75","21.25","0"
"160225","223","385","12.25","21.25","0"
"160226","223","386","12.75","21.25","0"
"160227","223","387","13.25","21.25","0"
"160228","223","388","13.75","21.25","0"
"160229","223","389","14.25","21.25","0"
"160230","223","390","14.75","21.25","0"
"160231","223","391","15.25","21.25","0"
"160232","223","392","15.75","21.25","0"
"160233","223","393","16.25","21.25","0"
"160234","223","394","16.75","21.25","0.05246913"
"160235","223","395","17.25","21.25","0.04910988"
"160236","223","396","17.75","21.25","0"
"160237","223","397","18.25","21.25","0"
"160238","223","398","18.75","21.25","0"
"160239","223","399","19.25","21.25","0"
"160240","223","400","19.75","21.25","0"
"160241","223","401","20.25","21.25","0"
"160242","223","402","20.75","21.25","0"
"160243","223","403","21.25","21.25","0"
"160244","223","404","21.75","21.25","0"
"160245","223","405","22.25","21.25","0"
"160246","223","406","22.75","21.25","0"
"160247","223","407","23.25","21.25","0"
"160248","223","408","23.75","21.25","0"
"160249","223","409","24.25","21.25","0"
"160250","223","410","24.75","21.25","0"
"160251","223","411","25.25","21.25","0"
"160252","223","412","25.75","21.25","0"
"160253","223","413","26.25","21.25","0"
"160254","223","414","26.75","21.25","0"
"160255","223","415","27.25","21.25","0"
"160256","223","416","27.75","21.25","0"
"160257","223","417","28.25","21.25","0"
"160258","223","418","28.75","21.25","0"
"160259","223","419","29.25","21.25","0"
"160260","223","420","29.75","21.25","0"
"160261","223","421","30.25","21.25","0"
"160262","223","422","30.75","21.25","0.2746913"
"160263","223","423","31.25","21.25","0"
"160264","223","424","31.75","21.25","0"
"160265","223","425","32.25","21.25","0"
"160266","223","426","32.75","21.25","0"
"160267","223","427","33.25","21.25","0"
"160268","223","428","33.75","21.25","0"
"160269","223","429","34.25","21.25","0"
"160270","223","430","34.75","21.25","0"
"160271","223","431","35.25","21.25","0"
"160272","223","432","35.75","21.25","0"
"160273","223","433","36.25","21.25","0.00308642"
"160274","223","434","36.75","21.25","0"
"160275","223","435","37.25","21.25","0"
"160279","223","439","39.25","21.25","0"
"160280","223","440","39.75","21.25","0.75"
"160281","223","441","40.25","21.25","2.935185"
"160282","223","442","40.75","21.25","0.2438272"
"160283","223","443","41.25","21.25","0"
"160284","223","444","41.75","21.25","0.0308642"
"160285","223","445","42.25","21.25","0"
"160286","223","446","42.75","21.25","0.00308642"
"160287","223","447","43.25","21.25","0"
"160288","223","448","43.75","21.25","0"
"160289","223","449","44.25","21.25","0"
"160290","223","450","44.75","21.25","0"
"160291","223","451","45.25","21.25","0"
"160292","223","452","45.75","21.25","0.03703704"
"160293","223","453","46.25","21.25","0.132716"
"160294","223","454","46.75","21.25","0"
"160295","223","455","47.25","21.25","0"
"160296","223","456","47.75","21.25","0"
"160297","223","457","48.25","21.25","0"
"160298","223","458","48.75","21.25","0"
"160299","223","459","49.25","21.25","0"
"160300","223","460","49.75","21.25","0"
"160301","223","461","50.25","21.25","0"
"160302","223","462","50.75","21.25","0"
"160303","223","463","51.25","21.25","0"
"160304","223","464","51.75","21.25","0"
"160305","223","465","52.25","21.25","0"
"160306","223","466","52.75","21.25","0"
"160307","223","467","53.25","21.25","0"
"160308","223","468","53.75","21.25","0"
"160309","223","469","54.25","21.25","0"
"160310","223","470","54.75","21.25","0"
"160311","223","471","55.25","21.25","0"
"160312","223","472","55.75","21.25","0"
"160313","223","473","56.25","21.25","1.478395"
"160314","223","474","56.75","21.25","0"
"160315","223","475","57.25","21.25","0.06790123"
"160316","223","476","57.75","21.25","0"
"160317","223","477","58.25","21.25","0"
"160318","223","478","58.75","21.25","0"
"160319","223","479","59.25","21.25","0"
"160340","223","500","69.75","21.25","15.08642"
"160341","223","501","70.25","21.25","85.56173"
"160342","223","502","70.75","21.25","97.5"
"160343","223","503","71.25","21.25","99.37346"
"160344","223","504","71.75","21.25","88.72531"
"160345","223","505","72.25","21.25","19.18827"
"160346","223","506","72.75","21.25","59.19615"
"160347","223","507","73.25","21.25","98.34876"
"160348","223","508","73.75","21.25","85.70061"
"160349","223","509","74.25","21.25","97.9321"
"160350","223","510","74.75","21.25","98.37963"
"160351","223","511","75.25","21.25","98.44444"
"160352","223","512","75.75","21.25","95.28864"
"160353","223","513","76.25","21.25","97.07716"
"160354","223","514","76.75","21.25","98.27436"
"160355","223","515","77.25","21.25","93.51543"
"160356","223","516","77.75","21.25","99.01234"
"160357","223","517","78.25","21.25","97.08256"
"160358","223","518","78.75","21.25","98.33951"
"160359","223","519","79.25","21.25","87.97531"
"160360","223","520","79.75","21.25","92.90363"
"160361","223","521","80.25","21.25","89.66666"
"160362","223","522","80.75","21.25","83.96296"
"160363","223","523","81.25","21.25","93.2185"
"160364","223","524","81.75","21.25","94.10185"
"160365","223","525","82.25","21.25","96.31369"
"160366","223","526","82.75","21.25","96.26852"
"160367","223","527","83.25","21.25","99.07407"
"160368","223","528","83.75","21.25","91.55183"
"160369","223","529","84.25","21.25","61.61728"
"160370","223","530","84.75","21.25","70.98766"
"160371","223","531","85.25","21.25","79.3892"
"160372","223","532","85.75","21.25","72.84259"
"160373","223","533","86.25","21.25","88.55864"
"160374","223","534","86.75","21.25","70.02793"
"160375","223","535","87.25","21.25","1.339506"
"160384","223","544","91.75","21.25","0.808642"
"160385","223","545","92.25","21.25","29.04543"
"160386","223","546","92.75","21.25","3.438272"
"160387","223","547","93.25","21.25","0.8950617"
"160388","223","548","93.75","21.25","2.762259"
"160389","223","549","94.25","21.25","54.87346"
"160390","223","550","94.75","21.25","94.33395"
"160391","223","551","95.25","21.25","93.89815"
"160392","223","552","95.75","21.25","99.08334"
"160393","223","553","96.25","21.25","70.04034"
"160394","223","554","96.75","21.25","43.12346"
"160395","223","555","97.25","21.25","13.93827"
"160396","223","556","97.75","21.25","38.95948"
"160397","223","557","98.25","21.25","16.75309"
"160398","223","558","98.75","21.25","4.114198"
"160399","223","559","99.25","21.25","3.392303"
"160400","223","560","99.75","21.25","17.62346"
"160401","223","561","100.25","21.25","7.462963"
"160402","223","562","100.75","21.25","3.787037"
"160403","223","563","101.25","21.25","11.68519"
"160404","223","564","101.75","21.25","2.548107"
"160405","223","565","102.25","21.25","0.6080247"
"160406","223","566","102.75","21.25","2.509259"
"160407","223","567","103.25","21.25","28.61266"
"160408","223","568","103.75","21.25","27.7284"
"160409","223","569","104.25","21.25","46.05556"
"160410","223","570","104.75","21.25","26.68815"
"160411","223","571","105.25","21.25","70.00617"
"160412","223","572","105.75","21.25","83.53086"
"160413","223","573","106.25","21.25","84.16512"
"160414","223","574","106.75","21.25","29.08642"
"160415","223","575","107.25","21.25","9.392265"
"160416","223","576","107.75","21.25","11.99383"
"160417","223","577","108.25","21.25","0.2685185"
"160419","223","579","109.25","21.25","7.324074"
"160420","223","580","109.75","21.25","31.44444"
"160421","223","581","110.25","21.25","67.22222"
"160422","223","582","110.75","21.25","27.80556"
"160423","223","583","111.25","21.25","2.657408"
"160600","224","40","-160.25","21.75","2.283951"
"160601","224","41","-159.75","21.75","1.209877"
"160602","224","42","-159.25","21.75","0.9962756"
"160604","224","44","-158.25","21.75","0.7777778"
"160605","224","45","-157.75","21.75","0.1604938"
"160707","224","147","-106.75","21.75","1.200617"
"160708","224","148","-106.25","21.75","0"
"160709","224","149","-105.75","21.75","0.3734568"
"160710","224","150","-105.25","21.75","32.1358"
"160711","224","151","-104.75","21.75","9.70679"
"160712","224","152","-104.25","21.75","15.75617"
"160713","224","153","-103.75","21.75","8.682098"
"160714","224","154","-103.25","21.75","17.04012"
"160715","224","155","-102.75","21.75","18.09259"
"160716","224","156","-102.25","21.75","33.88889"
"160717","224","157","-101.75","21.75","13.69753"
"160718","224","158","-101.25","21.75","15.57716"
"160719","224","159","-100.75","21.75","11.58333"
"160720","224","160","-100.25","21.75","3.774691"
